Order_ID,Order_Date,Region,Product_Category,Marketing_Spend,Website_Visits,Orders,Revenue,Return_Rate,Delivery_Days,Customer_Rating,Payment_Mode,Discount_Percent,Shipping_Cost,Customer_Segment,Repeat_Customer
ORD11341,2025-04-17,East,Bags,4560,12886,305,969595,6.0,4,4.5,Debit Card,9,212,Regular,Yes
ORD11342,2025-03-19,North,Shoes,4488,14645,226,451096,8.5,4,4.7,Debit Card,32,87,Budget,Yes
ORD11343,2025-02-18,North,Electronics,2906,14668,195,638430,4.3,3,4.2,Net Banking,19,147,Regular,Yes
ORD11344,2025-03-06,South,Shoes,8863,13652,286,760760,12.1,4,3.4,COD,8,113,Budget,No
ORD11345,2025-05-27,East,Shoes,5524,10929,316,968224,4.9,1,4.4,UPI,13,101,Regular,Yes
ORD11346,2025-02-14,North,Bags,3166,13349,186,348378,8.0,1,4.5,Net Banking,13,127,Premium,Yes
ORD11347,2025-01-29,West,Clothing,8917,15036,253,646415,13.7,6,3.7,Debit Card,22,246,Budget,No
ORD11348,2025-02-07,South,Clothing,6767,15105,232,480240,12.7,4,3.9,UPI,19,161,Premium,No
ORD11349,2025-02-19,East,Watches,4743,9016,329,1008056,6.2,4,4.4,Credit Card,24,148,Budget,Yes
ORD11350,2025-03-10,West,Shoes,8136,13999,295,854615,15.1,4,2.9,UPI,26,183,Premium,No
ORD11351,2025-04-21,South,Clothing,5431,17752,233,597645,12.2,7,3.9,Credit Card,21,234,Premium,No
ORD11352,2025-03-06,East,Clothing,3552,18837,266,677768,5.3,2,4.5,Debit Card,7,162,Premium,Yes
ORD11353,2025-02-13,West,Bags,7719,10116,346,953922,12.9,4,3.9,Net Banking,29,102,Regular,No
ORD11354,2025-05-07,South,Clothing,7775,19782,244,744932,15.4,6,4.1,Credit Card,27,184,Regular,No
ORD11355,2025-06-12,East,Shoes,3513,17433,348,1210692,2.8,4,4.8,Net Banking,21,104,Premium,Yes
ORD11356,2025-01-01,South,Watches,6348,8733,182,531804,14.0,7,3.4,Debit Card,23,233,Budget,No
ORD11357,2025-03-22,East,Bags,5771,9238,323,930886,4.1,2,5.0,Net Banking,22,125,Premium,Yes
ORD11358,2025-06-07,East,Electronics,3741,7405,241,592137,6.8,3,4.7,UPI,34,161,Regular,Yes
ORD11359,2025-03-04,North,Electronics,3557,8421,268,813648,3.2,1,4.5,Credit Card,28,156,Premium,Yes
ORD11360,2025-04-23,West,Clothing,7106,15086,377,1244477,10.3,4,4.4,Credit Card,13,131,Premium,Yes
ORD11361,2025-06-08,West,Clothing,8002,16702,204,478788,12.5,8,3.3,Debit Card,13,191,Premium,No
ORD11362,2025-05-20,East,Watches,3651,9064,414,1255662,3.6,4,4.5,UPI,31,161,Premium,Yes
ORD11363,2025-06-21,South,Watches,7032,11288,372,1284516,13.0,8,4.3,Debit Card,21,84,Premium,Yes
ORD11364,2025-02-01,West,Watches,8998,19538,220,375320,15.9,8,4.0,UPI,21,160,Budget,No
ORD11365,2025-01-16,West,Watches,5154,17726,139,319561,16.6,4,3.6,COD,29,200,Premium,No
ORD11366,2025-01-04,South,Clothing,5796,18342,399,898149,11.3,4,3.4,UPI,32,96,Premium,No
ORD11367,2025-01-24,North,Electronics,3946,17380,221,612170,6.4,2,4.6,COD,12,109,Budget,Yes
ORD11368,2025-03-18,West,Watches,6995,12216,135,240165,13.1,5,4.0,Credit Card,8,209,Premium,No
ORD11369,2025-01-26,West,Shoes,8394,9504,271,585902,10.3,6,3.2,Net Banking,20,85,Premium,No
ORD11370,2025-04-12,East,Clothing,5762,10353,242,470206,6.3,4,4.8,COD,13,215,Budget,Yes
ORD11371,2025-02-06,South,Clothing,5666,12410,309,676092,12.6,4,3.7,UPI,34,200,Budget,No
ORD11372,2025-06-18,North,Clothing,4855,18122,249,764430,5.5,3,4.0,Net Banking,14,124,Budget,No
ORD11373,2025-03-02,North,Watches,4406,8998,408,1108536,6.2,3,4.0,Net Banking,17,206,Regular,No
ORD11374,2025-01-26,South,Clothing,5448,16510,287,813071,12.5,5,3.5,COD,21,168,Budget,No
ORD11375,2025-05-21,South,Bags,6375,17932,231,444675,11.8,7,3.5,UPI,9,213,Regular,No
ORD11376,2025-03-06,South,Bags,6186,13688,216,548856,11.7,8,3.2,COD,32,106,Budget,No
ORD11377,2025-05-08,West,Shoes,6806,8784,217,440510,12.4,8,3.6,Net Banking,19,168,Premium,No
ORD11378,2025-04-30,West,Shoes,8013,14496,186,475974,13.0,4,3.8,Net Banking,7,215,Premium,No
ORD11379,2025-02-13,North,Clothing,4402,11445,257,523509,4.0,1,4.6,Debit Card,23,229,Regular,Yes
ORD11380,2025-03-20,South,Shoes,6458,15805,186,605616,10.0,8,3.1,UPI,27,191,Budget,No
ORD11381,2025-04-22,South,Clothing,5282,11827,400,756800,13.7,6,3.3,Credit Card,31,170,Premium,No
ORD11382,2025-04-11,West,Bags,8130,14956,196,413560,10.4,5,4.0,Net Banking,15,195,Regular,No
ORD11383,2025-05-11,East,Bags,3894,14125,389,820790,2.6,4,4.2,COD,34,104,Regular,Yes
ORD11384,2025-01-12,South,Watches,6296,17700,418,925870,12.8,5,3.4,UPI,14,202,Budget,No
ORD11385,2025-01-20,East,Clothing,5321,19968,357,1117767,6.8,4,4.2,COD,16,178,Premium,Yes
ORD11386,2025-03-01,South,Watches,5089,17385,291,837498,14.1,7,3.7,Debit Card,24,193,Budget,No
ORD11387,2025-05-11,West,Bags,5674,17272,278,713348,13.4,7,3.3,UPI,30,176,Premium,No
ORD11388,2025-05-05,East,Bags,5443,12447,225,635400,6.0,1,4.2,Net Banking,6,230,Regular,Yes
ORD11389,2025-03-18,North,Shoes,2872,8990,274,571016,7.1,2,4.9,Net Banking,34,164,Regular,Yes
ORD11390,2025-05-26,South,Clothing,8012,17618,374,1113772,10.2,8,3.4,COD,10,142,Budget,No
ORD11391,2025-05-02,West,Watches,6376,16321,215,409360,18.1,5,3.5,Credit Card,35,203,Regular,No
ORD11392,2025-05-08,North,Bags,2870,7211,311,868001,2.7,1,4.1,Net Banking,29,249,Premium,No
ORD11393,2025-05-18,North,Bags,3990,10603,336,869232,5.1,4,3.9,UPI,20,81,Budget,No
ORD11394,2025-06-05,West,Watches,8027,13052,187,379984,17.4,8,2.9,Net Banking,35,135,Premium,No
ORD11395,2025-03-03,South,Electronics,8481,18355,392,710304,11.7,4,4.3,COD,28,131,Regular,Yes
ORD11396,2025-02-23,South,Bags,7432,9803,403,1246076,12.5,7,4.6,Credit Card,32,167,Premium,Yes
ORD11397,2025-01-13,East,Electronics,5490,7882,340,840480,4.2,3,4.3,UPI,9,173,Premium,Yes
ORD11398,2025-04-04,East,Shoes,4480,8890,401,1356182,6.2,4,4.9,COD,12,225,Budget,Yes
ORD11399,2025-06-12,East,Bags,3677,17406,335,1163120,2.2,2,3.9,Net Banking,5,86,Regular,No
ORD11400,2025-02-18,East,Bags,3681,8721,384,1133568,4.1,4,4.1,Debit Card,24,116,Regular,No
ORD11401,2025-06-20,South,Bags,8353,16202,372,1131996,10.5,6,3.1,UPI,24,158,Budget,No
ORD11402,2025-05-21,North,Electronics,4827,14032,229,626315,3.3,3,4.3,UPI,5,123,Regular,Yes
ORD11403,2025-02-08,South,Shoes,7259,17211,234,551538,14.8,6,4.4,Credit Card,21,175,Premium,Yes
ORD11404,2025-01-25,East,Bags,3599,8846,354,855264,7.5,2,5.0,COD,17,221,Budget,Yes
ORD11405,2025-01-13,West,Shoes,6849,17776,281,623539,12.2,8,3.6,Debit Card,10,237,Regular,No
ORD11406,2025-06-17,South,Electronics,7084,13335,207,627417,12.3,6,3.2,Credit Card,17,142,Budget,No
ORD11407,2025-06-23,South,Clothing,7318,15214,382,1119260,8.8,8,3.2,Credit Card,10,104,Budget,No
ORD11408,2025-04-24,North,Bags,3287,10981,417,953262,6.3,4,4.3,UPI,24,93,Regular,Yes
ORD11409,2025-05-02,South,Watches,8674,9384,416,1354496,13.2,5,3.6,Net Banking,10,163,Premium,No
ORD11410,2025-03-22,East,Electronics,3526,8657,238,504560,3.6,1,4.5,COD,24,130,Premium,Yes
ORD11411,2025-06-04,North,Clothing,4407,13000,336,929040,5.1,2,4.7,Net Banking,34,244,Premium,Yes
ORD11412,2025-03-30,South,Bags,6549,10542,230,634570,14.7,6,4.1,COD,18,206,Budget,No
ORD11413,2025-04-14,East,Watches,4679,11835,277,965622,5.2,4,4.4,Net Banking,33,161,Premium,Yes
ORD11414,2025-05-09,West,Watches,5670,13198,169,373490,13.3,7,3.2,Net Banking,27,117,Premium,No
ORD11415,2025-06-24,South,Shoes,7792,10146,265,787580,13.0,4,3.4,Debit Card,9,144,Budget,No
ORD11416,2025-04-06,West,Bags,6397,18384,247,511537,15.1,8,3.4,Credit Card,5,121,Regular,No
ORD11417,2025-01-05,East,Shoes,2987,15690,295,610355,4.6,1,4.6,COD,19,168,Premium,Yes
ORD11418,2025-04-16,West,Clothing,6251,9215,387,751941,10.5,5,4.0,Credit Card,23,105,Premium,No
ORD11419,2025-04-30,North,Clothing,4853,17261,410,921680,7.0,1,4.3,UPI,8,182,Premium,Yes
ORD11420,2025-05-29,North,Clothing,2774,11091,230,632500,4.8,3,4.1,Credit Card,21,120,Regular,No
ORD11421,2025-01-12,West,Bags,5201,18902,414,1192734,10.5,6,3.4,Credit Card,5,100,Regular,No
ORD11422,2025-06-06,South,Clothing,5817,16206,362,739928,13.7,5,4.0,Net Banking,5,224,Regular,No
ORD11423,2025-03-25,North,Shoes,3029,15795,342,788310,5.0,2,4.7,COD,9,200,Regular,Yes
ORD11424,2025-03-31,East,Electronics,5909,17348,348,1150488,2.0,4,4.7,COD,23,191,Budget,Yes
ORD11425,2025-06-12,North,Shoes,2653,13380,356,852620,5.1,4,4.4,UPI,31,164,Regular,Yes
ORD11426,2025-01-14,South,Clothing,8648,19978,271,680481,12.4,4,3.4,COD,31,164,Budget,No
ORD11427,2025-03-31,North,Watches,4637,17199,305,753655,5.2,1,5.0,COD,30,121,Budget,Yes
ORD11428,2025-05-26,East,Shoes,5827,12911,332,617852,5.3,2,4.6,Net Banking,35,112,Regular,Yes
ORD11429,2025-01-24,West,Shoes,7780,11809,372,822864,9.0,4,3.1,Credit Card,28,124,Premium,No
ORD11430,2025-02-17,South,Watches,7521,18361,415,873575,12.6,7,3.0,COD,29,151,Budget,No
ORD11431,2025-01-02,West,Shoes,6630,10708,245,571340,13.3,5,2.8,Net Banking,15,175,Premium,No
ORD11432,2025-02-04,West,Bags,7126,11631,412,1408628,12.9,4,3.5,Credit Card,34,147,Premium,No
ORD11433,2025-02-04,East,Electronics,4135,16221,262,614652,7.3,3,4.1,COD,6,132,Budget,No
ORD11434,2025-04-01,South,Clothing,8220,7977,352,1170048,8.2,6,3.6,UPI,10,119,Regular,No
ORD11435,2025-02-07,North,Electronics,2642,14048,375,852000,3.1,1,4.9,UPI,20,224,Regular,Yes
ORD11436,2025-01-18,West,Shoes,6671,19589,323,584630,9.6,6,3.1,COD,17,231,Premium,No
ORD11437,2025-03-18,East,Electronics,3036,7560,222,608946,5.9,4,4.4,Net Banking,28,149,Premium,Yes
ORD11438,2025-02-13,East,Shoes,3678,8314,180,430020,8.8,4,4.7,COD,28,214,Regular,Yes
ORD11439,2025-02-26,South,Shoes,5018,8238,410,833530,11.1,6,3.3,UPI,15,177,Premium,No
ORD11440,2025-04-01,West,Bags,5018,16697,253,865766,9.8,5,3.1,COD,5,226,Regular,No
ORD11441,2025-05-24,North,Bags,3163,8581,414,784116,4.2,1,4.8,Net Banking,31,212,Regular,Yes
ORD11442,2025-04-18,West,Electronics,5026,15853,300,1032000,12.1,7,3.8,Debit Card,30,178,Budget,No
ORD11443,2025-05-23,South,Clothing,7667,8685,266,557536,10.4,6,3.2,COD,20,222,Budget,No
ORD11444,2025-05-07,East,Shoes,4164,12992,254,535178,4.7,2,3.9,COD,6,132,Budget,No
ORD11445,2025-06-03,North,Electronics,3925,19598,316,1039640,4.5,3,4.5,Debit Card,31,189,Regular,Yes
ORD11446,2025-05-20,North,Shoes,3572,15575,394,1247010,3.0,3,4.8,Credit Card,27,223,Premium,Yes
ORD11447,2025-04-11,South,Clothing,5182,11783,348,678948,10.0,5,3.6,UPI,20,135,Premium,No
ORD11448,2025-02-04,West,Clothing,8452,12920,337,844522,10.2,6,3.8,Debit Card,30,176,Budget,No
ORD11449,2025-03-13,North,Electronics,2977,16202,351,711828,6.0,2,4.7,Debit Card,35,157,Premium,Yes
ORD11450,2025-05-16,South,Shoes,6834,19125,395,1373020,12.5,8,3.7,UPI,29,146,Premium,No
ORD11451,2025-02-24,East,Shoes,2671,7873,242,705188,5.5,3,4.6,Net Banking,35,210,Premium,Yes
ORD11452,2025-02-19,North,Clothing,3144,13344,361,794561,4.5,1,4.7,Credit Card,34,218,Regular,Yes
ORD11453,2025-05-10,South,Watches,8744,16424,350,860300,11.9,7,3.2,Net Banking,25,99,Budget,No
ORD11454,2025-06-01,South,Watches,7090,14935,187,542113,13.0,8,3.8,COD,7,211,Budget,No
ORD11455,2025-05-21,East,Electronics,3863,16625,400,1170800,4.3,4,5.0,COD,7,204,Premium,Yes
ORD11456,2025-05-28,East,Electronics,4173,7111,241,809037,4.2,3,4.1,Net Banking,27,94,Budget,No
ORD11457,2025-01-30,North,Electronics,5014,8796,239,488994,3.8,3,4.4,UPI,16,162,Premium,Yes
ORD11458,2025-01-12,South,Shoes,7974,7983,335,708525,11.7,7,3.2,Net Banking,33,93,Premium,No
ORD11459,2025-03-18,South,Bags,8172,8782,337,987073,9.9,6,3.6,Credit Card,25,208,Regular,No
ORD11460,2025-03-10,South,Electronics,5316,9843,375,692250,12.7,6,3.1,COD,10,181,Premium,No
ORD11461,2025-02-01,East,Electronics,4625,16666,285,818235,3.8,4,4.6,Debit Card,15,206,Regular,Yes
ORD11462,2025-04-01,West,Electronics,5856,17346,186,519126,13.0,4,3.5,Net Banking,22,234,Premium,No
ORD11463,2025-02-01,West,Shoes,6814,17243,275,789250,15.1,6,3.7,UPI,10,209,Regular,No
ORD11464,2025-05-16,West,Clothing,7814,18851,340,911200,8.9,7,3.1,Credit Card,27,113,Premium,No
ORD11465,2025-04-09,East,Bags,5701,18792,208,638976,5.5,1,4.7,COD,16,86,Budget,Yes
ORD11466,2025-02-05,South,Clothing,6982,17162,183,515877,14.2,8,3.4,Debit Card,18,154,Premium,No
ORD11467,2025-01-29,South,Electronics,7161,11804,256,895744,13.0,6,3.3,COD,33,210,Premium,No
ORD11468,2025-02-06,South,Watches,8302,11464,286,531674,10.4,7,3.5,COD,34,165,Budget,No
ORD11469,2025-05-14,East,Electronics,5629,10427,268,491244,6.8,4,4.4,Credit Card,26,105,Premium,Yes
ORD11470,2025-02-16,North,Electronics,2849,13696,335,991935,7.3,4,4.4,Net Banking,6,82,Premium,Yes
ORD11471,2025-06-15,North,Shoes,4531,13238,404,828200,4.6,1,4.5,UPI,25,89,Regular,Yes
ORD11472,2025-06-17,East,Electronics,2552,7417,279,694431,6.0,1,4.2,Debit Card,12,141,Premium,Yes
ORD11473,2025-03-17,South,Bags,8177,19240,271,757987,11.8,8,3.7,Net Banking,32,115,Regular,No
ORD11474,2025-05-18,North,Shoes,3723,15666,297,863676,4.8,2,4.5,COD,7,153,Regular,Yes
ORD11475,2025-05-16,West,Clothing,8683,19736,390,838890,13.3,6,3.1,Credit Card,13,138,Budget,No
ORD11476,2025-01-27,West,Bags,8524,10800,325,635700,15.4,7,4.3,Debit Card,25,88,Budget,Yes
ORD11477,2025-02-19,South,Shoes,6593,12005,218,645934,11.5,8,3.6,Credit Card,25,180,Regular,No
ORD11478,2025-04-08,East,Shoes,5947,8526,369,1145376,4.1,3,4.5,Credit Card,26,100,Regular,Yes
ORD11479,2025-04-08,South,Shoes,5924,18403,310,772210,12.7,7,3.7,Debit Card,20,131,Premium,No
ORD11480,2025-03-28,South,Shoes,5336,8322,191,418099,11.3,8,3.1,Debit Card,28,93,Regular,No
ORD11481,2025-02-18,North,Shoes,4022,13203,183,485499,6.4,4,4.8,Debit Card,23,235,Regular,Yes
ORD11482,2025-01-12,East,Bags,4425,12145,317,746535,6.6,4,4.1,Credit Card,29,213,Budget,No
ORD11483,2025-03-04,North,Clothing,2622,11401,401,844907,5.0,1,4.4,Credit Card,17,177,Regular,Yes
ORD11484,2025-02-08,South,Shoes,7011,12890,363,1104246,7.8,7,3.5,Debit Card,26,219,Premium,No
ORD11485,2025-01-05,East,Watches,5870,8855,236,465392,2.6,4,4.6,COD,16,90,Regular,Yes
ORD11486,2025-01-24,West,Electronics,8919,17493,386,826812,9.4,7,3.9,COD,25,196,Regular,No
ORD11487,2025-06-17,West,Watches,5759,17663,121,238612,14.5,4,4.0,Credit Card,35,225,Budget,No
ORD11488,2025-01-17,North,Bags,3707,7744,182,475202,3.9,3,4.7,Credit Card,33,163,Regular,Yes
ORD11489,2025-03-16,South,Clothing,5636,15199,347,1161062,10.0,7,2.9,COD,6,226,Budget,No
ORD11490,2025-03-27,North,Bags,5196,16035,378,875826,5.7,4,4.6,Debit Card,14,160,Regular,Yes
ORD11491,2025-04-20,North,Shoes,3888,14519,190,473100,7.0,1,4.2,Credit Card,20,212,Regular,Yes
ORD11492,2025-05-29,East,Electronics,3391,19711,390,975390,2.5,4,4.5,COD,7,89,Regular,Yes
ORD11493,2025-06-21,East,Clothing,2593,16025,258,800832,3.8,3,4.6,COD,15,225,Premium,Yes
ORD11494,2025-05-08,North,Clothing,4659,10830,190,482410,5.3,2,4.7,Credit Card,6,211,Premium,Yes
ORD11495,2025-05-01,East,Electronics,3520,11213,321,953370,4.6,2,4.5,Debit Card,17,133,Budget,Yes
ORD11496,2025-03-26,South,Clothing,6226,17418,410,1252140,10.2,8,4.0,Debit Card,32,180,Regular,No
ORD11497,2025-02-02,North,Shoes,3462,13232,407,1236059,5.1,3,4.6,Debit Card,27,91,Premium,Yes
ORD11498,2025-02-07,South,Bags,5098,13276,305,821670,11.8,4,3.2,Net Banking,26,189,Budget,No
ORD11499,2025-04-26,East,Shoes,4516,17601,266,767144,8.1,1,4.2,COD,34,194,Budget,Yes
ORD11500,2025-02-20,West,Watches,7501,11676,202,416322,12.7,5,4.0,UPI,29,202,Budget,No
ORD11501,2025-05-14,West,Electronics,5851,14039,406,1039360,13.2,8,3.4,UPI,31,213,Premium,No
ORD11502,2025-01-30,East,Bags,4709,10346,264,526680,6.3,4,4.9,COD,10,135,Premium,Yes
ORD11503,2025-01-22,South,Bags,7002,10502,412,861080,12.3,6,4.4,Net Banking,14,192,Premium,Yes
ORD11504,2025-06-19,East,Watches,3297,16651,403,1325064,3.3,2,4.9,Credit Card,5,235,Budget,Yes
ORD11505,2025-06-21,South,Shoes,8312,16350,400,870000,11.6,6,3.9,Net Banking,30,142,Regular,No
ORD11506,2025-04-15,South,Clothing,6254,9583,318,705324,14.8,5,3.5,Debit Card,24,205,Budget,No
ORD11507,2025-05-11,North,Bags,4151,12908,301,997815,4.7,3,4.8,Net Banking,22,241,Budget,Yes
ORD11508,2025-01-29,East,Clothing,3615,10858,325,756600,6.9,2,5.0,Net Banking,14,160,Premium,Yes
ORD11509,2025-05-01,South,Watches,5675,19743,340,635800,7.2,4,3.4,COD,21,142,Premium,No
ORD11510,2025-02-15,East,Bags,5519,10498,262,662074,4.4,3,4.6,COD,31,151,Budget,Yes
ORD11511,2025-01-30,East,Clothing,2650,14887,225,436725,4.3,4,4.3,UPI,22,191,Premium,Yes
ORD11512,2025-01-23,West,Clothing,6722,7999,350,1218350,14.6,4,3.7,Net Banking,26,129,Regular,No
ORD11513,2025-06-29,West,Shoes,8754,12154,354,928542,11.9,6,3.2,Credit Card,18,111,Premium,No
ORD11514,2025-04-11,North,Bags,3099,18968,326,830322,3.8,2,4.4,Net Banking,22,109,Budget,Yes
ORD11515,2025-06-16,West,Watches,8827,17144,140,347480,17.5,8,3.7,Debit Card,9,109,Budget,No
ORD11516,2025-03-31,North,Bags,5387,8301,413,874734,5.1,2,4.7,Debit Card,16,239,Premium,Yes
ORD11517,2025-04-07,East,Clothing,3772,8613,332,811408,5.1,2,4.4,Debit Card,5,135,Regular,Yes
ORD11518,2025-05-07,South,Bags,8116,18227,363,1003695,11.9,6,2.9,COD,5,81,Budget,No
ORD11519,2025-03-14,South,Shoes,5556,12041,360,1182240,13.0,7,3.5,UPI,14,201,Budget,No
ORD11520,2025-05-20,West,Clothing,8459,10242,392,1268904,13.5,6,4.0,Net Banking,21,188,Regular,No
ORD11521,2025-05-24,East,Watches,4020,12042,332,624160,4.2,3,4.5,Debit Card,15,166,Premium,Yes
ORD11522,2025-04-17,North,Bags,3960,15490,301,574007,3.8,1,4.3,UPI,19,235,Budget,Yes
ORD11523,2025-03-14,South,Watches,7010,10829,402,1019874,11.8,5,3.4,Net Banking,31,148,Budget,No
ORD11524,2025-01-20,East,Shoes,4176,14969,407,1233617,5.7,1,4.1,Debit Card,14,179,Budget,No
ORD11525,2025-03-24,West,Bags,5293,9400,273,688779,10.3,7,3.6,Credit Card,34,96,Budget,No
ORD11526,2025-02-13,West,Shoes,6723,12415,415,1437145,13.7,5,3.3,UPI,14,121,Budget,No
ORD11527,2025-06-29,South,Electronics,5223,19062,302,995090,16.8,7,4.0,UPI,5,92,Budget,No
ORD11528,2025-04-03,North,Electronics,4091,15555,360,1149840,4.0,4,4.7,UPI,16,96,Premium,Yes
ORD11529,2025-03-30,South,Bags,6108,11940,420,829500,12.8,8,3.3,UPI,17,103,Budget,No
ORD11530,2025-03-06,East,Electronics,4096,9779,334,668334,7.1,3,4.7,Debit Card,35,250,Regular,Yes
ORD11531,2025-01-16,West,Bags,7223,13581,347,1033366,12.2,6,3.3,COD,19,231,Premium,No
ORD11532,2025-05-11,West,Electronics,5049,17511,353,1047351,12.8,6,3.1,COD,30,155,Regular,No
ORD11533,2025-05-25,East,Bags,4306,9758,193,556805,7.2,2,4.2,Debit Card,31,159,Budget,Yes
ORD11534,2025-01-31,South,Watches,7904,16776,406,1257788,13.2,5,3.3,Credit Card,20,95,Budget,No
ORD11535,2025-06-01,South,Bags,5955,18384,335,1004665,12.1,8,3.7,Credit Card,6,128,Budget,No
ORD11536,2025-03-14,East,Watches,3858,10869,407,1044362,4.9,2,4.0,Credit Card,15,184,Premium,No
ORD11537,2025-04-28,South,Electronics,5820,12592,324,1047816,10.8,5,3.2,Credit Card,30,94,Premium,No
ORD11538,2025-04-28,South,Bags,6979,10174,413,1416590,17.4,8,3.8,UPI,14,149,Premium,No
ORD11539,2025-01-12,West,Electronics,7189,19349,262,904424,13.0,8,4.4,Net Banking,20,173,Regular,Yes
ORD11540,2025-06-10,North,Bags,5673,15406,201,652848,4.5,3,4.6,Net Banking,11,238,Premium,Yes
ORD11541,2025-06-15,West,Watches,7702,15830,183,373869,15.9,8,3.2,Debit Card,5,223,Budget,No
ORD11542,2025-04-27,South,Bags,8061,19093,315,830025,15.5,6,3.4,UPI,29,176,Budget,No
ORD11543,2025-03-14,North,Shoes,3575,13284,415,1420960,8.2,4,5.0,Net Banking,27,158,Regular,Yes
ORD11544,2025-03-11,North,Watches,4682,8452,310,560480,4.2,4,4.3,Debit Card,20,193,Budget,Yes
ORD11545,2025-06-17,South,Shoes,7906,10447,254,462788,13.3,7,3.1,Debit Card,35,219,Regular,No
ORD11546,2025-03-09,South,Bags,8743,12548,217,494326,10.8,6,3.3,Debit Card,31,161,Budget,No
ORD11547,2025-06-02,East,Electronics,5689,13152,268,840716,4.2,2,4.2,COD,6,207,Budget,Yes
ORD11548,2025-03-18,North,Clothing,5046,16384,311,618890,1.3,1,5.0,Credit Card,17,199,Regular,Yes
ORD11549,2025-05-31,South,Clothing,7491,9204,206,496872,10.4,7,3.8,COD,6,91,Budget,No
ORD11550,2025-02-03,West,Shoes,5173,18053,202,524190,13.7,8,4.5,UPI,32,124,Budget,Yes
ORD11551,2025-03-29,West,Clothing,8022,12496,273,861588,10.8,5,3.2,COD,20,225,Budget,No
ORD11552,2025-03-30,South,Bags,5041,19691,288,659808,14.3,6,3.4,Debit Card,5,164,Budget,No
ORD11553,2025-06-30,South,Shoes,7607,8561,304,929328,12.3,5,4.3,COD,26,164,Premium,Yes
ORD11554,2025-03-16,West,Shoes,6773,18161,377,1156259,14.1,5,3.5,COD,8,99,Regular,No
ORD11555,2025-06-30,South,Bags,5045,11504,222,562992,12.9,6,3.6,COD,29,192,Budget,No
ORD11556,2025-03-26,East,Shoes,4105,18280,389,1259582,3.8,2,4.6,Debit Card,21,87,Budget,Yes
ORD11557,2025-03-28,East,Clothing,5157,17560,367,866487,4.1,3,4.9,Debit Card,13,190,Regular,Yes
ORD11558,2025-02-08,East,Electronics,5048,9653,197,645372,6.8,4,5.0,Credit Card,28,168,Regular,Yes
ORD11559,2025-05-16,South,Bags,6268,14793,292,769712,9.5,5,3.7,COD,26,175,Premium,No
ORD11560,2025-03-30,East,Bags,5034,7237,198,687852,5.5,1,5.0,COD,21,190,Budget,Yes
ORD11561,2025-04-23,South,Bags,7946,11866,414,850356,15.0,7,4.0,Debit Card,27,115,Premium,No
ORD11562,2025-06-29,East,Watches,3309,19223,204,508368,5.5,1,4.2,Credit Card,26,199,Budget,Yes
ORD11563,2025-03-12,North,Bags,5612,18504,189,355320,5.5,4,4.4,COD,27,143,Regular,Yes
ORD11564,2025-01-03,West,Watches,6372,16272,211,477704,11.7,8,3.8,Debit Card,12,94,Premium,No
ORD11565,2025-03-23,South,Shoes,8936,19203,387,1234530,12.2,4,3.5,COD,24,158,Budget,No
ORD11566,2025-04-02,East,Shoes,2529,18463,247,449293,3.9,4,4.1,Debit Card,33,200,Regular,No
ORD11567,2025-04-16,South,Shoes,5423,9286,236,776912,13.4,6,3.6,Credit Card,29,179,Budget,No
ORD11568,2025-01-10,North,Shoes,3336,16098,346,666742,4.0,2,4.5,COD,19,148,Regular,Yes
ORD11569,2025-06-10,South,Bags,5828,10101,387,739170,11.3,5,3.2,Credit Card,27,164,Regular,No
ORD11570,2025-01-07,West,Bags,6926,10212,376,1079872,13.2,8,3.3,UPI,27,105,Budget,No
ORD11571,2025-04-08,East,Bags,5788,16422,217,480438,4.0,1,4.6,COD,13,105,Budget,Yes
ORD11572,2025-03-27,North,Shoes,5109,7994,399,982737,8.5,3,4.6,Credit Card,12,83,Regular,Yes
ORD11573,2025-03-24,East,Watches,3661,13083,339,661050,5.4,2,4.7,Credit Card,18,125,Premium,Yes
ORD11574,2025-03-05,East,Electronics,5354,13303,248,734824,6.9,3,4.7,COD,18,125,Regular,Yes
ORD11575,2025-02-01,West,Clothing,5544,18450,365,866145,11.1,6,3.0,COD,14,134,Budget,No
ORD11576,2025-06-20,East,Electronics,3994,13261,263,736926,4.0,2,4.3,Debit Card,13,250,Premium,Yes
ORD11577,2025-05-09,East,Electronics,5463,10254,344,680432,5.8,4,5.0,Debit Card,11,95,Budget,Yes
ORD11578,2025-05-25,North,Watches,3666,10289,394,714322,5.4,4,4.8,Debit Card,13,105,Premium,Yes
ORD11579,2025-03-21,North,Clothing,5930,13912,267,896853,2.0,4,5.0,Credit Card,35,179,Regular,Yes
ORD11580,2025-03-13,North,Clothing,2756,16362,202,441774,4.3,1,4.4,Net Banking,13,122,Premium,Yes
ORD11581,2025-02-16,North,Clothing,4131,8384,182,509600,6.4,2,4.4,UPI,22,183,Regular,Yes
ORD11582,2025-03-22,West,Electronics,6615,14727,332,815724,13.3,8,3.6,Debit Card,22,137,Budget,No
ORD11583,2025-03-04,North,Clothing,2530,14784,377,1014130,5.3,1,4.8,Net Banking,31,216,Budget,Yes
ORD11584,2025-01-05,West,Electronics,5116,15501,269,709622,11.1,5,3.9,Net Banking,5,247,Regular,No
ORD11585,2025-05-13,East,Electronics,3569,10403,360,811080,3.7,1,4.3,UPI,21,143,Regular,Yes
